Banele Olyn | operation insert count 0 | operation find count = 3
Karabo Shabangu | operation insert count 9 | operation find count = 15
Luphawu Sithole | operation insert count 12 | operation find count = 19
Liam Ngcobo | operation insert count 11 | operation find count = 19
Katlego Mokoena | operation insert count 10 | operation find count = 21
Olothando Mathebula | operation insert count 11 | operation find count = 25
Jayden Mthembu | operation insert count 10 | operation find count = 23
Amahle Maseko | operation insert count 11 | operation find count = 21
Bonolo Mudau | operation insert count 11 | operation find count = 19
Melokuhle Mogale | operation insert count 11 | operation find count = 17
Philasande Klaas | operation insert count 12 | operation find count = 23
Likuwe Peter | operation insert count 10 | operation find count = 11
Joshua Jacobs | operation insert count 10 | operation find count = 23
Luphawu Khumalo | operation insert count 9 | operation find count = 17
Lethokuhle Booi | operation insert count 13 | operation find count = 21
Kamohelo Louw | operation insert count 11 | operation find count = 21
Luthando Booysen | operation insert count 8 | operation find count = 13
Karabo Olyn | operation insert count 11 | operation find count = 21
Lethokuhle Ndlovu | operation insert count 12 | operation find count = 21
Amogelang Mofokeng | operation insert count 12 | operation find count = 21
Tshegofatso Ndlovu | operation insert count 12 | operation find count = 23
Enzokuhle Ngobeni | operation insert count 11 | operation find count = 23
Liam Ngcobo | operation insert count 11 | operation find count = 19
Oratilwe Buthelezi | operation insert count 12 | operation find count = 17
Katleho Buthelezi | operation insert count 12 | operation find count = 25
Kamohelo Mosia | operation insert count 10 | operation find count = 21
Siphosethu Nhlapo | operation insert count 11 | operation find count = 21
Esihle Mahlangu | operation insert count 9 | operation find count = 17
Isabella Mosia | operation insert count 11 | operation find count = 23
Enzokuhle Malatji | operation insert count 10 | operation find count = 21
Kungawo Mthembu | operation insert count 10 | operation find count = 15
Luke Mosia | operation insert count 8 | operation find count = 15
Amogelang Mofokeng | operation insert count 11 | operation find count = 23
Oratile Malatji | operation insert count 11 | operation find count = 21
Rethabile Hendricks | operation insert count 12 | operation find count = 23
Melokuhle Van | operation insert count 11 | operation find count = 21
Lebogang Louw | operation insert count 11 | operation find count = 17
Leah Mohlala | operation insert count 11 | operation find count = 21
Iminathi Mokoena | operation insert count 9 | operation find count = 17
Alwande Mathebula | operation insert count 10 | operation find count = 21
Luphawu Khumalo | operation insert count 9 | operation find count = 17
Blessing Visagie | operation insert count 11 | operation find count = 23
Luke Baloyi | operation insert count 11 | operation find count = 23
Enzokuhle Maseko | operation insert count 12 | operation find count = 21
Katlego Motloung | operation insert count 11 | operation find count = 23
Lebogang Khumalo | operation insert count 7 | operation find count = 15
Amahle Beukes | operation insert count 12 | operation find count = 23
Remofilwe Molefe | operation insert count 11 | operation find count = 15
Banele Ndou | operation insert count 12 | operation find count = 23
Katlego Mogale | operation insert count 11 | operation find count = 23
Phenyo Petersen | operation insert count 10 | operation find count = 19
Amohelang Mudau | operation insert count 12 | operation find count = 21
Kungawo Mogale | operation insert count 12 | operation find count = 23
Lethabo Mkhize | operation insert count 7 | operation find count = 17
Joshua Witbooi | operation insert count 10 | operation find count = 15
Othalive Modise | operation insert count 10 | operation find count = 19
Hlelokuhle Mthembu | operation insert count 11 | operation find count = 21
Leah Mohlala | operation insert count 11 | operation find count = 21
Siyabonga Motloung | operation insert count 12 | operation find count = 23
Melokuhle Witbooi | operation insert count 11 | operation find count = 19
Amogelang Shabangu | operation insert count 10 | operation find count = 21
Kungawo Witbooi | operation insert count 11 | operation find count = 23
Omaatla Davids | operation insert count 9 | operation find count = 15
Okuhle Ndlovu | operation insert count 12 | operation find count = 25
Iminathi Madikizela | operation insert count 11 | operation find count = 21
Olerato Booi | operation insert count 12 | operation find count = 21
Siphosethu Williams | operation insert count 11 | operation find count = 23
Karabo Jacobs | operation insert count 12 | operation find count = 21
Othalive Maluleke | operation insert count 11 | operation find count = 21
Enzokuhle Mudau | operation insert count 11 | operation find count = 21
Warona Moloi | operation insert count 9 | operation find count = 13
Lebogang Smith | operation insert count 11 | operation find count = 19
Omphile Sithole | operation insert count 12 | operation find count = 25
Reatlegile Klaas | operation insert count 13 | operation find count = 25
Omaatla Mahlangu | operation insert count 12 | operation find count = 21
Thandolwethu Maluleke | operation insert count 11 | operation find count = 23
Rethabile Tsotetsi | operation insert count 11 | operation find count = 21
Kamogelo Mnisi | operation insert count 11 | operation find count = 21
Mia Shabangu | operation insert count 11 | operation find count = 19
Relebohile Mthembu | operation insert count 13 | operation find count = 25
Banele Ndou | operation insert count 12 | operation find count = 23
Olothando Olyn | operation insert count 10 | operation find count = 17
Mia Petersen | operation insert count 10 | operation find count = 19
Karabo Mosia | operation insert count 8 | operation find count = 17
Angel Louw | operation insert count 13 | operation find count = 25
Siphosethu Adams | operation insert count 12 | operation find count = 23
Liam Mahlangu | operation insert count 12 | operation find count = 25
Lisakhanya Jacobs | operation insert count 13 | operation find count = 25
Karabo Dlamini | operation insert count 11 | operation find count = 19
Philasande Moloi | operation insert count 11 | operation find count = 23
Iminathi Maseko | operation insert count 13 | operation find count = 23
Ofentse Chauke | operation insert count 12 | operation find count = 25
Amogelang Jack | operation insert count 13 | operation find count = 25
Aphelele Tsotetsi | operation insert count 11 | operation find count = 19
Relebohile Sithole | operation insert count 12 | operation find count = 25
Alunamda Mahlangu | operation insert count 12 | operation find count = 23
Iminathi Modise | operation insert count 11 | operation find count = 19
Karabo Beukes | operation insert count 11 | operation find count = 21
Noah Motloung | operation insert count 12 | operation find count = 23
Thandolwethu Ngcobo | operation insert count 11 | operation find count = 21
Kamogelo Mokoena | operation insert count 10 | operation find count = 19
Bonolo Adams | operation insert count 11 | operation find count = 19
Ayabonga Mohlala | operation insert count 11 | operation find count = 23
Lethokuhle Maluleke | operation insert count 10 | operation find count = 17
Luke Sithole | operation insert count 12 | operation find count = 23
Mia Nkosi | operation insert count 10 | operation find count = 17
Lesedi Mogale | operation insert count 11 | operation find count = 23
Iminathi Mofokeng | operation insert count 12 | operation find count = 23
Amogelang Motaung | operation insert count 11 | operation find count = 23
Karabo Beukes | operation insert count 11 | operation find count = 21
Enzokuhle Tsotetsi | operation insert count 10 | operation find count = 17
Philasande Dyantyi | operation insert count 12 | operation find count = 23
Aphelele Klaas | operation insert count 12 | operation find count = 17
Faith Mogale | operation insert count 8 | operation find count = 15
Oratile Jacobs | operation insert count 11 | operation find count = 21
Enzokuhle Maseko | operation insert count 12 | operation find count = 21
Karabo Olyn | operation insert count 11 | operation find count = 21
Siphosethu Jacobs | operation insert count 11 | operation find count = 21
Naledi Shabangu | operation insert count 6 | operation find count = 15
Omaatla Dlamini | operation insert count 12 | operation find count = 21
Lethokuhle Mahlangu | operation insert count 12 | operation find count = 23
Ayabonga Booysen | operation insert count 12 | operation find count = 23
Mia Klaas | operation insert count 12 | operation find count = 25
Omphile Khoza | operation insert count 11 | operation find count = 23
Iminathi Ndou | operation insert count 12 | operation find count = 19
Philasande Khumalo | operation insert count 13 | operation find count = 25
Kungawo Radebe | operation insert count 11 | operation find count = 15
Olerato Mogale | operation insert count 10 | operation find count = 21
Alunamda Ngcobo | operation insert count 11 | operation find count = 21
Luke Mohlala | operation insert count 12 | operation find count = 23
Relebohile Gumede | operation insert count 12 | operation find count = 23
Tshegofatso Chauke | operation insert count 12 | operation find count = 25
Likuwe Maseko | operation insert count 10 | operation find count = 21
Amogelang Dlamini | operation insert count 12 | operation find count = 21
Katlego Peter | operation insert count 10 | operation find count = 21
Lebogang Smith | operation insert count 11 | operation find count = 21
Rethabile Buthelezi | operation insert count 12 | operation find count = 23
Luphawu Dlamini | operation insert count 11 | operation find count = 23
Amogelang Mofokeng | operation insert count 12 | operation find count = 21
Amogelang Daniels | operation insert count 11 | operation find count = 23
Amogelang Baloyi | operation insert count 11 | operation find count = 23
Lethokuhle Moloi | operation insert count 11 | operation find count = 21
Luphawu Abrahams | operation insert count 11 | operation find count = 23
Ayabonga Molefe | operation insert count 9 | operation find count = 17
Omphile Van | operation insert count 11 | operation find count = 19
Othalive Ngobeni | operation insert count 11 | operation find count = 21
Tshegofatso Booysen | operation insert count 12 | operation find count = 21
Naledi Ndlovu | operation insert count 11 | operation find count = 23
Lethabo Mkhize | operation insert count 11 | operation find count = 21
Reatlegile Chauke | operation insert count 12 | operation find count = 23
Reatlegile Witbooi | operation insert count 11 | operation find count = 19
Reneilwe Madikizela | operation insert count 11 | operation find count = 23
Lubanzi Nkuna | operation insert count 11 | operation find count = 23
Karabo Tshabalala | operation insert count 11 | operation find count = 23
Lebogang Petersen | operation insert count 11 | operation find count = 21
Reneilwe Mudau | operation insert count 11 | operation find count = 23
Lingomso Shabangu | operation insert count 11 | operation find count = 21
Remofilwe Malatji | operation insert count 10 | operation find count = 21
Khayone Beukes | operation insert count 11 | operation find count = 21
Reneilwe Gumede | operation insert count 12 | operation find count = 25
Katlego Klaas | operation insert count 8 | operation find count = 15
Kamogelo Molefe | operation insert count 10 | operation find count = 21
Isabella Motaung | operation insert count 11 | operation find count = 21
Othalive Van | operation insert count 11 | operation find count = 21
Philasande Davids | operation insert count 12 | operation find count = 23
Siphosethu Smith | operation insert count 11 | operation find count = 21
Nkosenhle Mkhize | operation insert count 9 | operation find count = 15
Katleho Mahlangu | operation insert count 12 | operation find count = 21
Warona Peter | operation insert count 10 | operation find count = 17
Amohelang Nkosi | operation insert count 11 | operation find count = 21
Leah Mathebula | operation insert count 11 | operation find count = 21
Blessing Abrahams | operation insert count 11 | operation find count = 23
Enzokuhle Madikizela | operation insert count 11 | operation find count = 23
Liam Smith | operation insert count 11 | operation find count = 23
Omolemo Petersen | operation insert count 7 | operation find count = 13
Amahle Ndlovu | operation insert count 11 | operation find count = 19
Warona Olyn | operation insert count 11 | operation find count = 21
Karabo Ndlovu | operation insert count 11 | operation find count = 23
Omaatla Booi | operation insert count 11 | operation find count = 21
Emihle Khumalo | operation insert count 12 | operation find count = 25
Luke Madikizela | operation insert count 12 | operation find count = 23
Lisakhanya Booysen | operation insert count 12 | operation find count = 23
Amohelang Jacobs | operation insert count 11 | operation find count = 19
Reneilwe Maluleke | operation insert count 12 | operation find count = 23
Joshua Mnisi | operation insert count 11 | operation find count = 23
Oratilwe Adams | operation insert count 10 | operation find count = 21
Katlego Ndou | operation insert count 11 | operation find count = 13
Ava Malatji | operation insert count 11 | operation find count = 23
Mia Mkhize | operation insert count 9 | operation find count = 19
Bonolo Booi | operation insert count 12 | operation find count = 25
Mia Mosia | operation insert count 12 | operation find count = 23
Warona Petersen | operation insert count 10 | operation find count = 19
Alunamda Nkuna | operation insert count 10 | operation find count = 21
Omphile Mnisi | operation insert count 10 | operation find count = 21
Hlelokuhle Mudau | operation insert count 12 | operation find count = 23
Amohelang Molefe | operation insert count 9 | operation find count = 19
Lethokuhle Moloi | operation insert count 13 | operation find count = 25
Angel Hendricks | operation insert count 12 | operation find count = 25
Alunamda Buthelezi | operation insert count 8 | operation find count = 21
Tshegofatso Dlamini | operation insert count 12 | operation find count = 21
Aphelele Dlamini | operation insert count 12 | operation find count = 23
Kamohelo Khoza | operation insert count 11 | operation find count = 23
Luthando Ngobeni | operation insert count 11 | operation find count = 19
Faith Mathebula | operation insert count 12 | operation find count = 23
Isabella Motaung | operation insert count 12 | operation find count = 23
Noah Mudau | operation insert count 11 | operation find count = 13
Sphesihle Mnisi | operation insert count 12 | operation find count = 23
Onthatile Davids | operation insert count 11 | operation find count = 19
Iminathi Abrahams | operation insert count 12 | operation find count = 23
Omaatla Booi | operation insert count 10 | operation find count = 15
Lingomso Booysen | operation insert count 9 | operation find count = 21
Tshegofatso Baloyi | operation insert count 11 | operation find count = 19
Othalive Petersen | operation insert count 11 | operation find count = 21
Bokamoso Mokoena | operation insert count 10 | operation find count = 19
Lethokuhle Van | operation insert count 8 | operation find count = 23
Alunamda Maluleke | operation insert count 10 | operation find count = 19
Hlelokuhle Klaas | operation insert count 8 | operation find count = 17
Karabo Madikizela | operation insert count 11 | operation find count = 19
Kamogelo Mohlala | operation insert count 10 | operation find count = 21
Katlego Maseko | operation insert count 12 | operation find count = 21
Kungawo Mthembu | operation insert count 10 | operation find count = 15
Omphile Hendricks | operation insert count 13 | operation find count = 23
Bokang Nkuna | operation insert count 11 | operation find count = 23
Angel Mokoena | operation insert count 9 | operation find count = 17
Rethabile Baloyi | operation insert count 12 | operation find count = 23
Kungawo Williams | operation insert count 11 | operation find count = 23
Isabella Booi | operation insert count 12 | operation find count = 23
Alwande Khoza | operation insert count 13 | operation find count = 21
Nkosenhle Mudau | operation insert count 12 | operation find count = 21
Asemahle Dlamini | operation insert count 12 | operation find count = 21
Lethokuhle Ngcobo | operation insert count 11 | operation find count = 21
Kamohelo Witbooi | operation insert count 11 | operation find count = 19
Kungawo Maseko | operation insert count 12 | operation find count = 25
Siphesihle Jack | operation insert count 9 | operation find count = 17
Luphawu Booi | operation insert count 13 | operation find count = 23
Ava Tshabalala | operation insert count 11 | operation find count = 23
Othalive Molefe | operation insert count 10 | operation find count = 17
Bokamoso Ndlovu | operation insert count 13 | operation find count = 23
Joshua Maseko | operation insert count 12 | operation find count = 23
Blessing Mnisi | operation insert count 11 | operation find count = 19
Nkosenhle Tsotetsi | operation insert count 12 | operation find count = 21
Remofilwe Ngcobo | operation insert count 13 | operation find count = 25
Asemahle Adams | operation insert count 6 | operation find count = 11
Oratile Khoza | operation insert count 12 | operation find count = 21
Sphesihle Mohlala | operation insert count 10 | operation find count = 17
Enzokuhle Tshabalala | operation insert count 10 | operation find count = 19
Tshegofatso Dyantyi | operation insert count 11 | operation find count = 23
Likuwe Ngwenya | operation insert count 11 | operation find count = 19
Ayabonga Maluleke | operation insert count 10 | operation find count = 19
Relebohile Shabangu | operation insert count 11 | operation find count = 21
Karabo Visagie | operation insert count 9 | operation find count = 19
Lethabo Buthelezi | operation insert count 11 | operation find count = 25
Leano Shabangu | operation insert count 13 | operation find count = 17
Joshua Booi | operation insert count 8 | operation find count = 17
Mpho Radebe | operation insert count 9 | operation find count = 15
Reatlegile Ngcobo | operation insert count 8 | operation find count = 17
Alwande Khoza | operation insert count 13 | operation find count = 21
Jayden Mthembu | operation insert count 10 | operation find count = 23
Okuhle Mahlangu | operation insert count 12 | operation find count = 25
Karabo Mahlangu | operation insert count 11 | operation find count = 23
Ofentse Madikizela | operation insert count 12 | operation find count = 23
Tshegofatso Mofokeng | operation insert count 10 | operation find count = 21
Lesedi Williams | operation insert count 3 | operation find count = 9
Lethokuhle Witbooi | operation insert count 11 | operation find count = 23
Reatlegile Motloung | operation insert count 11 | operation find count = 23
Lwandle Ngcobo | operation insert count 10 | operation find count = 21
Emihle Nkosi | operation insert count 9 | operation find count = 15
Alunamda Maluleke | operation insert count 10 | operation find count = 19
Asemahle Molefe | operation insert count 10 | operation find count = 21
Katleho Khumalo | operation insert count 11 | operation find count = 21
Alunamda Visagie | operation insert count 12 | operation find count = 25
Lingomso Daniels | operation insert count 5 | operation find count = 21
Asemahle Witbooi | operation insert count 11 | operation find count = 21
Warona Khoza | operation insert count 11 | operation find count = 23
Bokamoso Witbooi | operation insert count 10 | operation find count = 21
Tshegofatso Booi | operation insert count 11 | operation find count = 19
Leah Mathebula | operation insert count 11 | operation find count = 21
Lingomso Mofokeng | operation insert count 11 | operation find count = 23
Reatlegile Booi | operation insert count 12 | operation find count = 23
Omphile Klaas | operation insert count 11 | operation find count = 21
Kamogelo Abrahams | operation insert count 12 | operation find count = 23
Likuwe Modise | operation insert count 8 | operation find count = 11
Siyabonga Booysen | operation insert count 12 | operation find count = 23
Kamogelo Mokoena | operation insert count 10 | operation find count = 19
Bokamoso Olyn | operation insert count 11 | operation find count = 21
Alwande Khoza | operation insert count 13 | operation find count = 21
Lesedi Radebe | operation insert count 9 | operation find count = 19
Lesedi Tshabalala | operation insert count 12 | operation find count = 19
Blessing Booysen | operation insert count 13 | operation find count = 25
Letlotlo Tshabalala | operation insert count 12 | operation find count = 23
Blessing Shabangu | operation insert count 9 | operation find count = 17
Warona Nkuna | operation insert count 11 | operation find count = 19
Amohelang Williams | operation insert count 11 | operation find count = 23
Angel Abrahams | operation insert count 11 | operation find count = 23
Emihle Van | operation insert count 7 | operation find count = 13
Phenyo Mogale | operation insert count 10 | operation find count = 21
Katlego Jacobs | operation insert count 8 | operation find count = 19
Joshua Daniels | operation insert count 11 | operation find count = 23
Amahle Maseko | operation insert count 11 | operation find count = 21
Reatlegile Shabangu | operation insert count 12 | operation find count = 23
Omphile Smith | operation insert count 11 | operation find count = 21
Enzokuhle Gumede | operation insert count 10 | operation find count = 19
Karabo Hendricks | operation insert count 12 | operation find count = 25
Omphile Buthelezi | operation insert count 12 | operation find count = 25
Ofentse Witbooi | operation insert count 6 | operation find count = 17
Ofentse Louw | operation insert count 11 | operation find count = 23
Enzokuhle Motloung | operation insert count 12 | operation find count = 21
Tshegofatso Klaas | operation insert count 13 | operation find count = 25
Katlego Ndou | operation insert count 12 | operation find count = 21
Bayanda Motaung | operation insert count 12 | operation find count = 21
Liam Booi | operation insert count 11 | operation find count = 17
Karabo Louw | operation insert count 11 | operation find count = 19
Iminathi Baloyi | operation insert count 11 | operation find count = 23
Relebohile Jack | operation insert count 12 | operation find count = 23
Aphelele Klaas | operation insert count 12 | operation find count = 23
Onthatile Klaas | operation insert count 13 | operation find count = 25
Bonolo Van | operation insert count 7 | operation find count = 21
Okuhle Nhlapo | operation insert count 12 | operation find count = 23
Minenhle Tshabalala | operation insert count 10 | operation find count = 21
Luthando Modise | operation insert count 11 | operation find count = 17
Lethokuhle Moeng | operation insert count 12 | operation find count = 25
Bokang Motaung | operation insert count 12 | operation find count = 25
Siphesihle Mokoena | operation insert count 9 | operation find count = 17
Onthatile Radebe | operation insert count 11 | operation find count = 21
Katlego Mohlala | operation insert count 12 | operation find count = 23
Katlego Baloyi | operation insert count 10 | operation find count = 21
Noah Mudau | operation insert count 11 | operation find count = 13
Bokang Radebe | operation insert count 7 | operation find count = 15
Luphawu Visagie | operation insert count 12 | operation find count = 25
Esihle Nhlapo | operation insert count 9 | operation find count = 15
Reneilwe Mohlala | operation insert count 11 | operation find count = 19
Katlego Maluleke | operation insert count 9 | operation find count = 19
Katlego Van | operation insert count 12 | operation find count = 23
Siyabonga Mnisi | operation insert count 8 | operation find count = 19
Jayden Madikizela | operation insert count 11 | operation find count = 23
Lethokuhle Van | operation insert count 12 | operation find count = 25
Luphawu Ngobeni | operation insert count 12 | operation find count = 21
Luphawu Ndlovu | operation insert count 12 | operation find count = 25
Omphile Van | operation insert count 12 | operation find count = 23
Nkosenhle Daniels | operation insert count 12 | operation find count = 23
Lubanzi Dyantyi | operation insert count 10 | operation find count = 19
Siyabonga Hendricks | operation insert count 11 | operation find count = 23
Katleho Baloyi | operation insert count 11 | operation find count = 23
Luthando Tsotetsi | operation insert count 12 | operation find count = 23
Asemahle Moloi | operation insert count 11 | operation find count = 23
Karabo Petersen | operation insert count 11 | operation find count = 21
Thandolwethu Jack | operation insert count 11 | operation find count = 23
Alunamda Dlamini | operation insert count 12 | operation find count = 21
Lethabo Moloi | operation insert count 13 | operation find count = 23
Enzokuhle Radebe | operation insert count 11 | operation find count = 21
Aphelele Olyn | operation insert count 12 | operation find count = 23
Kamogelo Ndlovu | operation insert count 13 | operation find count = 25
Hlelokuhle Malatji | operation insert count 11 | operation find count = 23
Khayone Ngwenya | operation insert count 12 | operation find count = 19
Lisakhanya Motloung | operation insert count 11 | operation find count = 23
Mia Motaung | operation insert count 12 | operation find count = 25
Banele Radebe | operation insert count 11 | operation find count = 21
Bokang Shabangu | operation insert count 9 | operation find count = 15
Aphelele Mokoena | operation insert count 10 | operation find count = 19
Kamogelo Khoza | operation insert count 7 | operation find count = 21
Olerato Ngwenya | operation insert count 11 | operation find count = 23
Aphelele Madikizela | operation insert count 10 | operation find count = 15
Oratile Mofokeng | operation insert count 11 | operation find count = 23
Sphesihle Maseko | operation insert count 10 | operation find count = 21
Leano Mahlangu | operation insert count 12 | operation find count = 19
Mia Motloung | operation insert count 11 | operation find count = 17
Bandile Jacobs | operation insert count 12 | operation find count = 23
Isabella Motaung | operation insert count 11 | operation find count = 21
Omaatla Motaung | operation insert count 13 | operation find count = 23
Esihle Ndou | operation insert count 12 | operation find count = 23
Bokamoso Cloete | operation insert count 12 | operation find count = 25
Othalive Buthelezi | operation insert count 11 | operation find count = 21
Kungawo Mogale | operation insert count 12 | operation find count = 23
Leano Baloyi | operation insert count 11 | operation find count = 23
Amahle Maseko | operation insert count 11 | operation find count = 23
Bandile Klaas | operation insert count 12 | operation find count = 25
Okuhle Visagie | operation insert count 12 | operation find count = 19
Okuhle Ngcobo | operation insert count 12 | operation find count = 25
Relebohile Tsotetsi | operation insert count 11 | operation find count = 23
Leah Ngcobo | operation insert count 9 | operation find count = 19
Thato Peter | operation insert count 10 | operation find count = 21
Amogelang Williams | operation insert count 12 | operation find count = 21
Banele Hendricks | operation insert count 8 | operation find count = 19
Olerato Madikizela | operation insert count 11 | operation find count = 23
Lesedi Mohlala | operation insert count 11 | operation find count = 21
Ayabonga Ngcobo | operation insert count 10 | operation find count = 21
Leano Nkosi | operation insert count 12 | operation find count = 19
Warona Van | operation insert count 9 | operation find count = 19
Phenyo Modise | operation insert count 10 | operation find count = 13
Kamohelo Nkuna | operation insert count 12 | operation find count = 23
Joshua Booi | operation insert count 13 | operation find count = 23
Lethabo Ndlovu | operation insert count 9 | operation find count = 19
Omphile Klaas | operation insert count 11 | operation find count = 21
Kamogelo Maseko | operation insert count 12 | operation find count = 23
Amogelang Louw | operation insert count 12 | operation find count = 25
Lebogang Peter | operation insert count 12 | operation find count = 23
Thandolwethu Mosia | operation insert count 12 | operation find count = 25
Karabo Mofokeng | operation insert count 12 | operation find count = 21
Warona Tshabalala | operation insert count 12 | operation find count = 19
Onthatile Mudau | operation insert count 11 | operation find count = 23
Rorisang Nkuna | operation insert count 9 | operation find count = 19
Thato Motloung | operation insert count 11 | operation find count = 23
Junior Ngcobo | operation insert count 12 | operation find count = 21
Ava Booi | operation insert count 12 | operation find count = 25
Olothando Booysen | operation insert count 9 | operation find count = 19
Tshegofatso Mohlala | operation insert count 10 | operation find count = 19
Leano Motloung | operation insert count 12 | operation find count = 25
Nkosenhle Radebe | operation insert count 10 | operation find count = 17
Olerato Cloete | operation insert count 11 | operation find count = 23
Likuwe Khoza | operation insert count 12 | operation find count = 25
Luthando Smith | operation insert count 11 | operation find count = 23
Hlelokuhle Mofokeng | operation insert count 12 | operation find count = 25
Alunamda Molefe | operation insert count 10 | operation find count = 19
Lingomso Jacobs | operation insert count 11 | operation find count = 23
Mpho Mthembu | operation insert count 11 | operation find count = 23
Omaatla Booi | operation insert count 11 | operation find count = 21
Amohelang Petersen | operation insert count 10 | operation find count = 21
Bandile Modise | operation insert count 10 | operation find count = 15
Mia Van | operation insert count 8 | operation find count = 15
Reneilwe Mkhize | operation insert count 10 | operation find count = 17
Bokang Ngcobo | operation insert count 11 | operation find count = 23
Rorisang Louw | operation insert count 12 | operation find count = 25
Luphawu Jacobs | operation insert count 13 | operation find count = 21
Thato Malatji | operation insert count 12 | operation find count = 25
Lingomso Sithole | operation insert count 12 | operation find count = 25
Warona Khumalo | operation insert count 12 | operation find count = 25
Hlelokuhle Motaung | operation insert count 12 | operation find count = 25
Katleho Olyn | operation insert count 4 | operation find count = 21
Lethabo Peter | operation insert count 8 | operation find count = 3
Elijah Sithole | operation insert count 9 | operation find count = 19
Esihle Moloi | operation insert count 9 | operation find count = 21
Liam Jack | operation insert count 7 | operation find count = 23
Warona Cloete | operation insert count 12 | operation find count = 25
Oratile Klaas | operation insert count 12 | operation find count = 25
Leano Peter | operation insert count 11 | operation find count = 15
Bonolo Maseko | operation insert count 13 | operation find count = 25
Kamogelo Maseko | operation insert count 13 | operation find count = 25
Nkosenhle Khoza | operation insert count 7 | operation find count = 9
Jayden Mthembu | operation insert count 12 | operation find count = 25
Kamohelo Malatji | operation insert count 11 | operation find count = 23
Onthatile Peter | operation insert count 9 | operation find count = 19
Karabo Nkuna | operation insert count 9 | operation find count = 19
Amahle Mosia | operation insert count 11 | operation find count = 23
Nkosenhle Chauke | operation insert count 8 | operation find count = 23
Blessing Mnisi | operation insert count 11 | operation find count = 23
Enzokuhle Smith | operation insert count 11 | operation find count = 19
Reatlegile Witbooi | operation insert count 11 | operation find count = 23
Amahle Davids | operation insert count 11 | operation find count = 19
Lwandle Dyantyi | operation insert count 12 | operation find count = 21
Iminathi Williams | operation insert count 11 | operation find count = 23
Othalive Mthembu | operation insert count 12 | operation find count = 25
Thato Ngobeni | operation insert count 8 | operation find count = 15
Omphile Jacobs | operation insert count 12 | operation find count = 23
Tshegofatso Ndlovu | operation insert count 12 | operation find count = 23
